DATE,DESCIPTION,DEBIT,CREDIT,BALANCE
2/13/2026,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE OPENAI *CHATGPT 604419561673 22.40 USD @ 1.397768,31.31,,
2/13/2026,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 604462187930,39.19,,
2/13/2026,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 604462187925,16.79,,
2/13/2026,Internet Banking INTERNET TRANSFER 000000108965,,135,
2/2/2026,Internet Banking INTERNET TRANSFER 000000122652,100.61,,
2/2/2026,Internet Banking INTERNET TRANSFER 000000239976,,10,
2/2/2026,Internet Banking INTERNET TRANSFER 000000214433,1650,,
2/2/2026,Internet Banking E-TRANSFER 105804382344 YISEHAK ABDELLA,,1700,
2/2/2026,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE NETFLIX.COM 603110413890,21.27,,
1/30/2026,Branch Transaction OVERDRAFT INTEREST CHARGE,1.79,,
1/30/2026,Branch Transaction OVER LIMIT FEE,15,,
1/30/2026,Branch Transaction SERVICE CHARGE CAPPED MONTHLY FEE$16.95 RECORD-KEEPING N/A,16.95,,
1/30/2026,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 603020808391,77.26,,
1/30/2026,Internet Banking INTERNET TRANSFER 000000123547,132,,
1/30/2026,Internet Banking E-TRANSFER 105803359177 YISEHAK ABDELLA,,271.14,
1/26/2026,Internet Banking INTERNET TRANSFER 000000132567,70,,
1/26/2026,Internet Banking E-TRANSFER 105794883145 SHAWNMATTHEWGERTY,,75,
1/22/2026,Internet Banking E-TRANSFER 105792123381 Isaac A,2.63,,
1/22/2026,Internet Banking INTERNET TRANSFER 000000230898,,1.66,
1/21/2026,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
1/21/2026,Internet Banking E-TRANSFER 105790627811 Isaac A,51,,
1/21/2026,Internet Banking INTERNET TRANSFER 000000135166,,42,
1/20/2026,Internet Banking E-TRANSFER 105790236243 YISEHAK ABDELLA,,243.9,
1/20/2026,Internet Banking E-TRANSFER 105789684913 Isaac A,45,,
1/19/2026,Electronic Funds Transfer PREAUTHORIZED DEBIT IC_4K.3NJ_08 Insurance Corporation of BC,174.64,,
1/19/2026,Electronic Funds Transfer PREAUTHORIZED DEBIT 21019753 WC Insurance Payment,59.29,,
1/19/2026,Internet Banking INTERNET TRANSFER 000000102213,48.4,,
1/19/2026,Internet Banking E-TRANSFER 105785862932 YISEHAK ABDELLA,,97.04,
1/15/2026,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
1/15/2026,Point of Sale - Interac RETAIL PURCHASE 000001001304 WALMART STORE #,5.12,,
1/15/2026,Point of Sale - Interac RETAIL PURCHASE 601514204317 STARBUCKS COFFE,6.78,,
1/14/2026,Internet Banking E-TRANSFER 105782812766 Isaac Getachew Abdella,,1.42,
1/14/2026,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 601451305748,11.19,,
1/14/2026,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 601471577633,39.19,,
1/14/2026,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 601467434172,4.47,,
1/14/2026,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 601442100523,11.19,,
1/14/2026,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 601471577217,67.17,,
1/14/2026,Internet Banking E-TRANSFER 105781831194 SHAWNMATTHEWGERTY,,150,
1/7/2026,Internet Banking FULFILL REQUEST 105773292086 Yisehak Getachew Abdella,35.9,,
1/7/2026,Internet Banking INTERNET TRANSFER 000000208984,,35,
1/5/2026,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
1/5/2026,Internet Banking INTERNET TRANSFER 000000229092,,25,
1/5/2026,Internet Banking INTERNET TRANSFER 000000106976,50,,
1/5/2026,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 600326293695,44.79,,
1/2/2026,Internet Banking INTERNET TRANSFER 000000124594,30.31,,
1/2/2026,Internet Banking E-TRANSFER 105766331637 YISEHAK ABDELLA,,175,
12/31/2025,Branch Transaction OVERDRAFT INTEREST CHARGE,2.31,,
12/31/2025,Branch Transaction OVER LIMIT FEE,10,,
12/31/2025,Branch Transaction SERVICE CHARGE CAPPED MONTHLY FEE$16.95 RECORD-KEEPING N/A,16.95,,
12/30/2025,Internet Banking E-TRANSFER 105762103041 SEMIR G ABDELLA,10.36,,
12/30/2025,Internet Banking INTERNET TRANSFER 000000208954,,10,
12/29/2025,Branch Transaction EFT DEBIT REVERSAL IC_4K.3NJ_08 INSURANCE CORPORATION OF BC,,96.32,
12/29/2025,Branch Transaction NON-SUFFICIENT FUNDS CHARGE,45,,
12/29/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IC_4K.3NJ_08 Insurance Corporation of BC,96.32,,
12/29/2025,Internet Banking E-TRANSFER 105759585003 Isaac A,14,,
12/29/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE NETFLIX.COM 536118278477,21.27,,
12/29/2025,Point of Sale - Interac RETAIL PURCHASE 001001001820 7-ELEVEN STORE,63.59,,
12/29/2025,Internet Banking INTERNET TRANSFER 000000101208,52.26,,
12/29/2025,Internet Banking E-TRANSFER 105757501316 YISEHAK ABDELLA,,156.79,
12/22/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
12/22/2025,Point of Sale - Interac RETAIL PURCHASE 535519251795 MR MIKES - LANG,10,,
12/22/2025,Internet Banking E-TRANSFER 105751482805 SEMIR G ABDELLA,28,,
12/22/2025,Internet Banking E-TRANSFER 105751480012 Isaac Getachew Abdella,,3.37,
12/22/2025,Internet Banking INTERNET TRANSFER 000000131184,,21,
12/19/2025,Internet Banking E-TRANSFER 105749033216 Cargo Pay,103.26,,
12/19/2025,Internet Banking INTERNET TRANSFER 000000137364,,29,
12/19/2025,Internet Banking INTERNET TRANSFER 000000237339,55,,
12/19/2025,Internet Banking E-TRANSFER 105748912179 YISEHAK ABDELLA,,237.89,
12/17/2025,Branch Transaction NON-SUFFICIENT FUNDS CHARGE,45,,
12/17/2025,Branch Transaction EFT DEBIT REVERSAL IC_4K.3NJ_08 INSURANCE CORPORATION OF BC,,78.32,
12/17/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IC_4K.3NJ_08 Insurance Corporation of BC,78.32,,
12/12/2025,Branch Transaction NON-SUFFICIENT FUNDS CHARGE,45,,
12/12/2025,Branch Transaction EFT DEBIT REVERSAL 21019753 WC INSURANCE PAYMENT,,59.29,
12/12/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT 21019753 WC Insurance Payment,59.29,,
12/10/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
12/10/2025,Internet Banking FULFILL REQUEST 105735569938 Yisehak Getachew Abdella,14.06,,
12/10/2025,Internet Banking INTERNET TRANSFER 000000106925,,12.39,
12/8/2025,Internet Banking E-TRANSFER 105730954590 YISEHAK ABDELLA,,70,
12/5/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT CASH MONEY CHEQ,306.16,,
12/5/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE ICBC #04104 533919898081,192.64,,
12/5/2025,Internet Banking INTERNET TRANSFER 000000137505,55,,
12/5/2025,Internet Banking INTERNET TRANSFER 000000137083,15,,
12/5/2025,Internet Banking E-TRANSFER 105729440249 YISEHAK ABDELLA,,528.15,
12/1/2025,Internet Banking E-TRANSFER 105723792920 SEMIR G ABDELLA,75,,
12/1/2025,Internet Banking INTERNET TRANSFER 000000115868,,75,
12/1/2025,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE Audible CA 533510278374 11.19 CAD @ 1.000000,11.19,,
12/1/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Amazon.ca Prime 533471931476,11.19,,
12/1/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Amazon Channels 533335875180,16.79,,
11/28/2025,Branch Transaction OVERDRAFT INTEREST CHARGE,1.56,,
11/28/2025,Branch Transaction OVER LIMIT FEE,15,,
11/28/2025,Branch Transaction SERVICE CHARGE CAPPED MONTHLY FEE$16.95 RECORD-KEEPING N/A,16.95,,
11/28/2025,Internet Banking INTERNET TRANSFER 000000122999,88.44,,
11/28/2025,Internet Banking INTERNET TRANSFER 000000107225,250,,
11/28/2025,Internet Banking E-TRANSFER 105718945205 YISEHAK ABDELLA,,388.44,
11/25/2025,Internet Banking E-TRANSFER 105713600700 Isaac A,10,,
11/25/2025,Internet Banking INTERNET TRANSFER 000000236445,,10,
11/24/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
11/24/2025,Internet Banking E-TRANSFER 105710323950 Isaac A,87.71,,
11/21/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE WESTERN COAST I 532514253101,94.29,,
11/21/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 532570351478,14.55,,
11/21/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 532542649601,43.65,,
11/21/2025,Internet Banking INTERNET TRANSFER 000000101210,,5,
11/21/2025,Internet Banking E-TRANSFER 105708964786 YISEHAK ABDELLA,,125,
11/21/2025,Internet Banking E-TRANSFER 105708960485 YISEHAK ABDELLA,,150.44,
11/18/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 532222366784,4.47,,
11/18/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 532254005445,12.31,,
11/18/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 532277957049,45.9,,
11/18/2025,Internet Banking E-TRANSFER 105704567453 YISEHAK ABDELLA,,55,
11/18/2025,Internet Banking INTERNET TRANSFER 000000125967,,12.44,
11/17/2025,Branch Transaction NON-SUFFICIENT FUNDS CHARGE,45,,
11/17/2025,Branch Transaction EFT DEBIT REVERSAL IC_4K.3NJ_08 INSURANCE CORPORATION OF BC,,174.64,
11/17/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IC_4K.3NJ_08 Insurance Corporation of BC,174.64,,
11/14/2025,Internet Banking INTERNET TRANSFER 000000137159,90,,
11/14/2025,Internet Banking INTERNET TRANSFER 000000110933,15,,
11/14/2025,Internet Banking E-TRANSFER 105699164962 YISEHAK ABDELLA,,150,
11/12/2025,Branch Transaction NON-SUFFICIENT FUNDS CHARGE,45,,
11/12/2025,Branch Transaction EFT DEBIT REVERSAL 21019753 WC INSURANCE PAYMENT,,59.29,
11/12/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT 21019753 WC Insurance Payment,59.29,,
11/12/2025,Internet Banking E-TRANSFER 105696540755 Isaac A,15.81,,
11/12/2025,Internet Banking INTERNET TRANSFER 000000220043,,2.08,
11/12/2025,Internet Banking INTERNET TRANSFER 000000229295,,10,
11/10/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE NETFLIX.COM 531253221164,21.27,,
11/10/2025,Internet Banking E-TRANSFER 105692256993 YISEHAK ABDELLA,,25,
11/7/2025,Internet Banking FULFILL REQUEST 105691520842 Yisehak Getachew Abdella,50,,
11/7/2025,Internet Banking INTERNET TRANSFER 000000138847,7.08,,
11/7/2025,Internet Banking INTERNET TRANSFER 000000101358,15.03,,
11/7/2025,Internet Banking E-TRANSFER 105691509788 YISEHAK ABDELLA,,73.16,
11/4/2025,Internet Banking INTERNET TRANSFER 000000117482,,2.76,
11/3/2025,Internet Banking FULFILL REQUEST 105684603191 Yisehak Getachew Abdella,79.65,,
10/31/2025,Branch Transaction OVERDRAFT INTEREST CHARGE,1.86,,
10/31/2025,Branch Transaction OVER LIMIT FEE,15,,
10/31/2025,Branch Transaction SERVICE CHARGE CAPPED MONTHLY FEE$16.95 RECORD-KEEPING N/A,16.95,,
10/31/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Amazon.ca Prime 530410578191,11.19,,
10/31/2025,Internet Banking E-TRANSFER 105680755765 YISEHAK ABDELLA,,142.33,
10/27/2025,Branch Transaction NON-SUFFICIENT FUNDS CHARGE,45,,
10/27/2025,Branch Transaction EFT DEBIT REVERSAL IC_4K.3NJ_08 INSURANCE CORPORATION OF BC,,96.32,
10/27/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IC_4K.3NJ_08 Insurance Corporation of BC,96.32,,
10/27/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 530052074531,12.31,,
10/27/2025,Point of Sale - Interac RETAIL PURCHASE 530008411373 SHELL C47030,59.63,,
10/27/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Amazon Channels 529921367548,14.55,,
10/27/2025,Internet Banking INTERNET TRANSFER 000000129724,50,,
10/27/2025,Internet Banking INTERNET TRANSFER 000000102360,40.91,,
10/27/2025,Internet Banking E-TRANSFER 105672979154 YISEHAK ABDELLA,,100,
10/27/2025,Internet Banking E-TRANSFER 105671811879 YISEHAK ABDELLA,,150.91,
10/17/2025,Branch Transaction NON-SUFFICIENT FUNDS CHARGE,45,,
10/17/2025,Branch Transaction EFT DEBIT REVERSAL IC_4K.3NJ_08 INSURANCE CORPORATION OF BC,,78.32,
10/17/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IC_4K.3NJ_08 Insurance Corporation of BC,78.32,,
10/16/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
10/16/2025,Internet Banking E-TRANSFER 105660575193 Isaac A,15.58,,
10/16/2025,Internet Banking INTERNET TRANSFER 000000138778,,15,
10/15/2025,Internet Banking INTERNET TRANSFER 000000107204,,25,
10/14/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT 21019753 WC Insurance Payment,59.29,,
10/14/2025,Internet Banking FULFILL REQUEST 105657690566 LendDirect,86.08,,
10/14/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 528677824064,4.47,,
10/14/2025,Internet Banking E-TRANSFER 105654781863 YISEHAK ABDELLA,,45.27,
10/14/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Amazon Channels 528413628498,14.55,,
10/14/2025,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE Audible CA 528435246845 11.19 CAD @ 1.000000,11.19,,
10/10/2025,Internet Banking FULFILL REQUEST 105653406188 Cash Money,100,,
10/10/2025,Internet Banking E-TRANSFER 105653402706 YISEHAK ABDELLA,,200.89,
10/10/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE National Money 528319334712,100,,
10/10/2025,Internet Banking INTERNET TRANSFER 000000224773,100.71,,
10/10/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE WESTERN COAST I 528314441991,94.29,,
10/10/2025,Internet Banking INTERNET TRANSFER 000000112556,75,,
10/10/2025,Internet Banking E-TRANSFER 105653155082 YISEHAK ABDELLA,,375,
10/9/2025,Internet Banking E-TRANSFER 105651829838 SEMIR G ABDELLA,25.49,,
10/9/2025,Internet Banking E-TRANSFER 105651826616 YISEHAK ABDELLA,,11.6,
10/9/2025,Internet Banking E-TRANSFER 105651822908 Isaac Getachew Abdella,,8.08,
10/9/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 528277122042,39.19,,
10/9/2025,Internet Banking E-TRANSFER 105650932351 SHAWNMATTHEWGERTY,,50,
10/6/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
10/6/2025,Internet Banking E-TRANSFER 105648097104 Isaac A,4.71,,
10/6/2025,Internet Banking INTERNET TRANSFER 000000237051,,4.71,
10/6/2025,Internet Banking INTERNET TRANSFER 000000100543,69.51,,
10/6/2025,Internet Banking E-TRANSFER 105645635513 YISEHAK ABDELLA,,40,
10/6/2025,Internet Banking INTERNET TRANSFER 000000235587,,4.18,
10/6/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 527776711890,39.19,,
10/6/2025,Internet Banking INTERNET TRANSFER 000000126562,,11,
10/6/2025,Point of Sale - Interac RETAIL PURCHASE 527623473678 SHELL C47030,35.29,,
10/6/2025,Internet Banking INTERNET TRANSFER 000000214099,,80,
10/6/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE AMAZON 527623435590,11.19,,
10/3/2025,Internet Banking E-TRANSFER 105644039466 SEMIR G ABDELLA,45,,
10/3/2025,Internet Banking INTERNET TRANSFER 000000132639,70.5,,
10/3/2025,Internet Banking E-TRANSFER 105644023074 YISEHAK ABDELLA,,90,
10/3/2025,Internet Banking INTERNET TRANSFER 000000203895,175,,
10/3/2025,Internet Banking E-TRANSFER 105643958621 YISEHAK ABDELLA,,175,
10/3/2025,Internet Banking INTERNET TRANSFER 000000124892,60,,
10/3/2025,Internet Banking INTERNET TRANSFER 000000123599,171.29,,
10/3/2025,Internet Banking E-TRANSFER 105643914661 YISEHAK ABDELLA,,307.02,
10/2/2025,Internet Banking E-TRANSFER 105641040855 Isaac A,13.67,,
10/2/2025,Internet Banking INTERNET TRANSFER 000000130710,,6.67,
10/2/2025,Internet Banking INTERNET TRANSFER 000000111257,,7,
9/29/2025,Branch Transaction OVERDRAFT INTEREST CHARGE,3.28,,
9/29/2025,Branch Transaction OVER LIMIT FEE,10,,
9/29/2025,Branch Transaction SERVICE CHARGE CAPPED MONTHLY FEE$16.95 RECORD-KEEPING N/A,16.95,,
9/29/2025,Internet Banking INTERNET TRANSFER 000000135565,5.56,,
9/29/2025,Automated Banking Machine ATM WITHDRAWAL WESTSHORE BKNG CTR 2C83,80,,
9/29/2025,Point of Sale - Interac RETAIL PURCHASE 527013163645 Starbucks Coffe,8.25,,
9/29/2025,Internet Banking INTERNET TRANSFER 000000116531,124.36,,
9/29/2025,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE Audible CA 527057802775 11.19 CAD @ 1.000000,11.19,,
9/29/2025,Internet Banking E-TRANSFER 105633829161 SEMIR G ABDELLA,50,,
9/26/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 526921776360,4.47,,
9/26/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 526967231444,12.31,,
9/26/2025,Internet Banking E-TRANSFER 105632981876 YISEHAK ABDELLA,,115,
9/26/2025,Internet Banking INTERNET TRANSFER 000000208845,,412.46,
9/25/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IC_4K.3NJ_08 Insurance Corporation of BC,96.32,,
9/17/2025,Branch Transaction NON-SUFFICIENT FUNDS CHARGE,45,,
9/17/2025,Branch Transaction EFT DEBIT REVERSAL IC_4K.3NJ_08 INSURANCE CORPORATION OF BC,,78.32,
9/17/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IC_4K.3NJ_08 Insurance Corporation of BC,78.32,,
9/16/2025,Branch Transaction MEMO - FEES,,135,
9/15/2025,Internet Banking E-TRANSFER 105615695275 Isaac A,128,,
9/15/2025,Internet Banking CORRECTION 000000112616 BELL MOBILITY / BELL MOBI,,128,
9/15/2025,Internet Banking E-TRANSFER 105615687502 Isaac A,336.27,,
9/15/2025,Internet Banking INTERNET TRANSFER 000000103787,,311.27,
9/15/2025,Internet Banking E-TRANSFER 105615578342 Shawn Gerty,75,,
9/15/2025,Internet Banking INTERNET TRANSFER 000000135470,311.27,,
9/15/2025,Internet Banking INTERNET TRANSFER 000000113142,,11.02,
9/15/2025,Internet Banking INTERNET BILL PAY 000000112616 BELL MOBILITY / BELL MOBI,128,,
9/15/2025,Internet Banking INTERNET BILL PAY 000000112614 SHAW CABLE,279.74,,
9/15/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE PAYMENTUS-SERVI 525571858889,0.75,,
9/15/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE BC-HYDRO-BILL-P 525531374380,271.9,,
9/15/2025,Internet Banking FULFILL REQUEST 105615501051 Cash Money,100,,
9/15/2025,Internet Banking FULFILL REQUEST 105615497469 LendDirect,130.4,,
9/15/2025,Internet Banking E-TRANSFER 105615486067 Isaac A,150,,
9/15/2025,Internet Banking INTERNET TRANSFER 000000211253,130,,
9/12/2025,Branch Transaction EFT DEBIT REVERSAL NATIONAL MONEY MART COM,,411.92,
9/12/2025,Branch Transaction EFT DEBIT REVERSAL LENDDIRECT CORP,,130.4,
9/12/2025,Branch Transaction EFT DEBIT REVERSAL LENDDIRECT CORP,,82.37,
9/12/2025,Branch Transaction EFT DEBIT REVERSAL 21019753 WC INSURANCE PAYMENT,,59.29,
9/12/2025,Branch Transaction EFT DEBIT REVERSAL IND ALL RTE IND,,35,
9/12/2025,Branch Transaction NON-SUFFICIENT FUNDS CHARGE,225,,
9/12/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT LENDDIRECT CORP,82.37,,
9/12/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT LENDDIRECT CORP,130.4,,
9/12/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IND ALL RTE IND,35,,
9/12/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT National Money Mart Com,411.92,,
9/12/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT 21019753 WC Insurance Payment,59.29,,
9/12/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Amazon.ca Prime 525541916725,5.59,,
9/12/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE CIRCUIT STREAM 525518179473,405.18,,
9/12/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE CIRCUIT STREAM 525512160699,405.18,,
9/12/2025,Electronic Funds Transfer PAY PROVINCE OF B.C,,2431.77,
9/10/2025,Electronic Funds Transfer DEPOSIT IA FIDUCIE INC,,178,
9/2/2025,Branch Transaction EFT DEBIT REVERSAL CASH MONEY CHEQ,,380,
9/2/2025,Branch Transaction NON-SUFFICIENT FUNDS CHARGE,45,,
9/2/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT CASH MONEY CHEQ,380,,
9/2/2025,Internet Banking INTERNET TRANSFER 000000222719,185.52,,
8/29/2025,Branch Transaction OVERDRAFT INTEREST CHARGE,0.83,,
8/29/2025,Branch Transaction OVER LIMIT FEE,5,,
8/29/2025,Branch Transaction SERVICE CHARGE CAPPED MONTHLY FEE$16.95 RECORD-KEEPING N/A,16.95,,
8/29/2025,Branch Transaction EFT DEBIT REVERSAL NATIONAL MONEY MART COM,,411.92,
8/29/2025,Branch Transaction EFT DEBIT REVERSAL CASH MONEY CHEQ,,80.4,
8/29/2025,Branch Transaction EFT DEBIT REVERSAL IND ALL RTE IND,,75,
8/29/2025,Branch Transaction NON-SUFFICIENT FUNDS CHARGE,135,,
8/29/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT CASH MONEY CHEQ,80.4,,
8/29/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IND ALL RTE IND,75,,
8/29/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT National Money Mart Com,411.92,,
8/29/2025,Point of Sale - Interac RETAIL PURCHASE 524119411855 SHELL C47035,25,,
8/29/2025,Internet Banking E-TRANSFER 105595864836 Isaac A,75,,
8/29/2025,Internet Banking INTERNET TRANSFER 000000115166,,125,
8/29/2025,Internet Banking INTERNET TRANSFER 000000116734,,160,
8/29/2025,Automated Banking Machine ATM WITHDRAWAL WESTERN COMMUNITIES SERV 2C95,160,,
8/29/2025,Internet Banking INTERNET TRANSFER 000000120238,,60,
8/29/2025,Internet Banking INTERNET TRANSFER 000000222817,375,,
8/29/2025,Internet Banking E-TRANSFER 105595471024 Shawn Gerty,75,,
8/29/2025,Internet Banking E-TRANSFER 105595251376 Isaac A,125,,
8/29/2025,Internet Banking INTERNET TRANSFER 000000235049,95,,
8/29/2025,Internet Banking INTERNET TRANSFER 000000231119,1650,,
8/29/2025,Electronic Funds Transfer PAY PROVINCE OF B.C,,2420.43,
8/27/2025,Point of Sale - Interac RETAIL PURCHASE 523919360838 SHELL C47030,15.16,,
8/27/2025,Point of Sale - Interac RETAIL PURCHASE 523910251705 STARBUCKS COFFE,5.78,,
